id,context,chars,source_text,translation
"ui.home.plantingHarvestCalendar","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",30,"📅 PLANTING & HARVEST CALENDAR",""
"ui.home.successionSowing","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"🔁 Succession Sowing",""
"ui.home.closeSuccessionSowing","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"✕ Close Succession Sowing",""
"ui.home.frostDates","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"❄️ Frost Dates",""
"ui.home.closeFrostDates","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",19,"✕ Close Frost Dates",""
"ui.home.savedPlants","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"🌿 Saved Plants",""
"ui.home.streakFreeze","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"Streak Freeze",""
"ui.home.protectYourStreakOnA","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",52,"Protect your streak on a busy day. Refreshes weekly.",""
"ui.home.usedThisWeekRefreshesNext","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",37,"Used this week — refreshes next week.",""
"ui.home.useStreakFreeze","Interface copy (home screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"Use streak freeze",""
"ui.areaPlannerMap.createAnAreaFirst","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"Create an area first",""
"ui.areaPlannerMap.addAGardenAreaAbove","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",89,"Add a garden area above (like Backyard or Balcony), then place your saved plants into it.",""
"ui.areaPlannerMap.perfectGarden","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"🌱 PERFECT GARDEN",""
"ui.areaPlannerMap.aDreamBedWith","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"A dream bed with",""
"ui.areaPlannerMap.heresHow","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"Here's how",""
"ui.areaPlannerMap.thrivesSurroundedByItsBest","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",86,"thrives — surrounded by its best companions. Tap anywhere to close and build your own.",""
"ui.areaPlannerMap.addTheseToMyGarden","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"Add these to my garden",""
"ui.areaPlannerMap.maybeLater","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"Maybe later",""
"ui.areaPlannerMap.allGardens","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"‹ All gardens",""
"ui.areaPlannerMap.waterBed","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"💧 Water bed",""
"ui.areaPlannerMap.needWater","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"need water",""
"ui.areaPlannerMap.excellentPair","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"Excellent Pair",""
"ui.areaPlannerMap.inThisBed","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"🤝 IN THIS BED",""
"ui.areaPlannerMap.howThePlantsIn","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"How the plants in",""
"ui.areaPlannerMap.getAlong","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"get along.",""
"ui.areaPlannerMap.greatCompanionsToAdd","Interface copy (areaPlannerMap screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",26,"🌱 GREAT COMPANIONS TO ADD",""
